17:21:40;62500;39.8;92.5;260;254;0.0;0;0;9999999;0;0;0;0;0;0;0;
17:21:43;62503;39.8;93.3;261;255;0.0;0;3.0;3;0.0;0.2666666666666657;0.3333333333333333;0.3333333333333333;0.0;0;0;
17:21:44;62504;39.6;93.5;262;253;0.0;0;4.0;1;-0.19999999999999574;0.20000000000000284;1.0;-2.0;0.0;0;0;
17:21:46;62506;39.5;93.3;262;255;0.0;0;6.0;2;-0.05000000000000071;-0.10000000000000142;0.0;1.0;0.0;0;0;
17:21:47;62507;39.5;93.9;259;253;0.0;0;7.0;1;0.0;0.6000000000000085;-3.0;-2.0;0.0;0;0;
17:21:48;62508;39.4;94.1;261;254;0.0;0;8.0;1;-0.10000000000000142;0.19999999999998863;2.0;1.0;0.0;0;0;
17:21:49;62509;39.4;94.2;261;254;0.0;0;9.0;1;0.0;0.10000000000000853;0.0;0.0;0.0;0;0;
17:21:51;62511;39.4;94.5;263;253;0.0;0;11.0;2;0.0;0.14999999999999858;1.0;-0.5;0.0;0;0;
17:21:52;62512;39.1;94.8;262;255;0.0;0;12.0;1;-0.29999999999999716;0.29999999999999716;-1.0;2.0;0.0;0;0;
17:21:53;62513;39.1;94.8;261;254;0.0;0;13.0;1;0.0;0.0;-1.0;-1.0;0.0;0;0;
17:21:55;62515;39.0;95.0;260;254;0.0;0;15.0;2;-0.05000000000000071;0.10000000000000142;-0.5;0.0;0.0;0;0;
17:21:56;62516;39.0;95.1;260;254;0.0;0;16.0;1;0.0;0.09999999999999432;0.0;0.0;0.0;0;0;
17:21:57;62517;38.9;95.3;261;253;0.0;0;17.0;1;-0.10000000000000142;0.20000000000000284;1.0;-1.0;0.0;0;0;
17:21:58;62518;38.9;95.0;261;255;0.0;0;18.0;1;0.0;-0.29999999999999716;0.0;2.0;0.0;0;0;
17:22:00;62520;38.8;95.3;263;254;0.0;0;20.0;2;-0.05000000000000071;0.14999999999999858;1.0;-0.5;0.0;0;0;
17:22:01;62521;38.7;95.4;260;254;0.0;0;21.0;1;-0.09999999999999432;0.10000000000000853;-3.0;0.0;0.0;0;0;
17:22:02;62522;38.6;95.5;260;254;0.0;0;22.0;1;-0.10000000000000142;0.09999999999999432;0.0;0.0;0.0;0;0;
17:22:04;62524;38.5;95.4;261;253;0.0;0;24.0;2;-0.05000000000000071;-0.04999999999999716;0.5;-0.5;0.0;0;0;
17:22:05;62525;38.6;96.0;261;254;0.0;0;25.0;1;0.10000000000000142;0.5999999999999943;0.0;1.0;0.0;0;0;
17:22:06;62526;38.5;96.2;260;253;0.0;0;26.0;1;-0.10000000000000142;0.20000000000000284;-1.0;-1.0;0.0;0;0;
17:22:07;62527;38.3;96.1;263;253;0.0;0;27.0;1;-0.20000000000000284;-0.10000000000000853;3.0;0.0;0.0;0;0;
17:22:09;62529;38.3;96.2;262;254;0.0;0;29.0;2;0.0;0.05000000000000426;-0.5;0.5;0.0;0;0;
17:22:10;62530;38.1;96.4;260;254;0.0;0;30.0;1;-0.19999999999999574;0.20000000000000284;-2.0;0.0;0.0;0;0;
17:22:11;62531;38.1;96.5;261;254;0.0;0;31.0;1;0.0;0.09999999999999432;1.0;0.0;0.0;0;0;
17:22:13;62533;38.1;96.6;261;255;0.0;0;33.0;2;0.0;0.04999999999999716;0.0;0.5;0.0;0;0;
17:22:14;62534;37.9;96.8;262;255;0.0;0;34.0;1;-0.20000000000000284;0.20000000000000284;1.0;0.0;0.0;0;0;
17:22:15;62535;37.9;96.8;260;253;0.0;0;35.0;1;0.0;0.0;-2.0;-2.0;0.0;0;0;
17:22:17;62537;37.8;96.7;260;254;0.0;0;37.0;2;-0.05000000000000071;-0.04999999999999716;0.0;0.5;0.0;0;0;
17:22:18;62538;37.7;97.0;261;254;0.0;0;38.0;1;-0.09999999999999432;0.29999999999999716;1.0;0.0;0.0;0;0;
17:22:19;62539;37.6;97.1;261;254;0.0;0;39.0;1;-0.10000000000000142;0.09999999999999432;0.0;0.0;0.0;0;0;
17:22:20;62540;37.6;97.6;260;254;0.0;0;40.0;1;0.0;0.5;-1.0;0.0;0.0;0;0;
17:22:22;62542;37.5;97.4;261;254;0.0;0;42.0;2;-0.05000000000000071;-0.09999999999999432;0.5;0.0;0.0;0;0;
17:22:23;62543;37.4;97.5;262;254;0.0;0;43.0;1;-0.10000000000000142;0.09999999999999432;1.0;0.0;0.0;0;0;
17:22:24;62544;37.3;97.7;262;254;0.0;0;44.0;1;-0.10000000000000142;0.20000000000000284;0.0;0.0;0.0;0;0;
17:22:26;62546;37.2;97.7;260;253;0.0;0;46.0;2;-0.04999999999999716;0.0;-1.0;-0.5;0.0;0;0;
17:22:27;62547;37.3;97.8;263;255;0.0;0;47.0;1;0.09999999999999432;0.09999999999999432;3.0;2.0;0.0;0;0;
17:22:28;62548;37.1;98.1;261;253;0.0;0;48.0;1;-0.19999999999999574;0.29999999999999716;-2.0;-2.0;0.0;0;0;
17:22:29;62549;37.1;98.2;262;254;0.0;0;49.0;1;0.0;0.10000000000000853;1.0;1.0;0.0;0;0;
17:22:31;62551;37.0;98.2;262;254;0.0;0;51.0;2;-0.05000000000000071;0.0;0.0;0.0;0.0;0;0;
17:22:32;62552;36.9;98.4;261;255;0.0;0;52.0;1;-0.10000000000000142;0.20000000000000284;-1.0;1.0;0.0;0;0;
17:22:33;62553;36.9;98.5;261;254;0.0;0;53.0;1;0.0;0.09999999999999432;0.0;-1.0;0.0;0;0;
17:22:34;62554;36.8;98.4;262;253;0.0;0;54.0;1;-0.10000000000000142;-0.09999999999999432;1.0;-1.0;0.0;0;0;
17:22:36;62556;36.8;98.4;262;254;0.0;0;56.0;2;0.0;0.0;0.0;0.5;0.0;0;0;
17:22:37;62557;36.8;98.8;261;254;0.0;0;57.0;1;0.0;0.3999999999999915;-1.0;0.0;0.0;0;0;
17:22:38;62558;36.7;98.6;262;254;0.0;0;58.0;1;-0.09999999999999432;-0.20000000000000284;1.0;0.0;0.0;0;0;
17:22:39;62559;36.6;99.0;262;254;0.0;0;59.0;1;-0.10000000000000142;0.4000000000000057;0.0;0.0;0.0;0;0;
17:22:41;62561;36.6;98.7;260;254;0.0;0;61.0;2;0.0;-0.14999999999999858;-1.0;0.0;0.0;0;0;
17:22:42;62562;36.6;99.3;262;255;0.0;0;62.0;1;0.0;0.5999999999999943;2.0;1.0;0.0;0;0;
17:22:43;62563;36.4;99.3;260;254;0.0;0;63.0;1;-0.20000000000000284;0.0;-2.0;-1.0;0.0;0;0;
17:22:44;62564;36.4;99.0;262;254;0.0;0;64.0;1;0.0;-0.29999999999999716;2.0;0.0;0.0;0;0;
17:22:46;62566;36.3;99.0;262;253;0.0;0;66.0;2;-0.05000000000000071;0.0;0.0;-0.5;0.0;0;0;
17:22:47;62567;36.2;99.4;262;253;0.0;0;67.0;1;-0.09999999999999432;0.4000000000000057;0.0;0.0;0.0;0;0;
