18-08-2024;16:55:26;0.0;0.0;260;254;0.0;0;0;0;
18-08-2024;16:55:27;0.0;0.0;262;255;0.0;0;0;0;
18-08-2024;16:55:28;0.0;0.0;261;255;0.0;0;0;0;
18-08-2024;16:55:29;0.0;0.0;260;256;0.0;0;0;0;
18-08-2024;16:55:30;0.0;0.0;262;255;0.0;0;0;0;
18-08-2024;16:55:31;0.0;0.0;261;257;0.0;0;0;0;
18-08-2024;16:55:33;0.0;0.0;261;256;0.0;0;0;0;
18-08-2024;16:55:34;0.0;0.0;262;254;0.0;0;1;0;
18-08-2024;16:55:35;0.0;0.0;262;255;0.0;0;1;0;
18-08-2024;16:55:37;0.0;0.0;261;255;0.0;0;1;0;
18-08-2024;16:55:38;0.0;0.0;261;254;0.0;0;0;0;
18-08-2024;16:55:40;0.0;0.0;261;255;0.0;0;0;0;
18-08-2024;16:55:41;0.0;0.0;261;257;0.0;0;0;0;
18-08-2024;16:55:42;0.0;0.0;262;255;0.0;0;0;1;
18-08-2024;16:55:43;0.0;0.0;261;255;0.0;0;0;1;
18-08-2024;16:55:44;0.0;0.0;262;255;0.0;0;0;1;
18-08-2024;16:55:45;0.0;0.0;261;254;0.0;0;0;1;
18-08-2024;16:55:46;0.0;0.0;261;253;0.0;0;0;1;
18-08-2024;16:55:48;0.0;0.0;262;255;0.0;0;0;1;
18-08-2024;16:55:49;0.0;0.0;263;255;0.0;0;0;1;
18-08-2024;16:55:50;0.0;0.0;260;254;0.0;0;0;1;
18-08-2024;16:55:51;0.0;0.0;327;594;0.3;0;0;1;
18-08-2024;16:55:52;0.0;0.0;356;767;0.5;0;0;1;
18-08-2024;16:55:53;0.0;0.0;351;732;0.5;0;0;1;
18-08-2024;16:55:55;0.0;0.0;349;723;0.4;0;0;1;
18-08-2024;16:55:56;0.0;0.0;261;255;0.0;0;0;1;
18-08-2024;16:55:57;0.0;0.0;261;254;0.0;0;0;1;
18-08-2024;16:55:58;0.0;0.0;260;254;0.0;0;0;0;
18-08-2024;16:55:59;0.0;0.0;259;255;0.0;0;0;0;
18-08-2024;16:56:00;0.0;0.0;261;254;0.0;0;0;0;
18-08-2024;16:56:03;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:04;0.0;0.0;260;255;0.0;1;0;0;
18-08-2024;16:56:05;0.0;0.0;262;254;0.0;1;0;0;
18-08-2024;16:56:06;0.0;0.0;263;254;0.0;1;0;0;
18-08-2024;16:56:07;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:08;0.0;0.0;260;254;0.0;1;0;0;
18-08-2024;16:56:10;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:11;0.0;0.0;261;256;0.0;1;0;0;
18-08-2024;16:56:12;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:13;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:14;0.0;0.0;261;256;0.0;1;0;0;
18-08-2024;16:56:15;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:17;0.0;0.0;260;256;0.0;1;0;0;
18-08-2024;16:56:18;0.0;0.0;261;256;0.0;1;0;0;
18-08-2024;16:56:19;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:20;0.0;0.0;260;255;0.0;1;0;0;
18-08-2024;16:56:21;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:22;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:24;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:25;0.0;0.0;261;254;0.0;1;1;0;
18-08-2024;16:56:26;0.0;0.0;261;255;0.0;1;1;0;
18-08-2024;16:56:27;0.0;0.0;261;254;0.0;1;1;0;
18-08-2024;16:56:28;0.0;0.0;260;254;0.0;1;0;0;
18-08-2024;16:56:29;0.0;0.0;261;255;0.0;1;0;0;
18-08-2024;16:56:31;0.0;0.0;261;253;0.0;1;0;0;
18-08-2024;16:56:32;0.0;0.0;262;254;0.0;1;0;0;
18-08-2024;16:56:33;0.0;0.0;261;254;0.0;1;0;0;
18-08-2024;16:56:34;0.0;0.0;261;254;0.0;1;0;0;
18-08-2024;16:56:35;0.0;0.0;262;255;0.0;1;1;0;
18-08-2024;16:56:36;0.0;0.0;261;255;0.0;1;1;0;
18-08-2024;16:56:38;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:39;0.0;0.0;261;254;0.0;1;0;0;
18-08-2024;16:56:40;0.0;0.0;261;255;0.0;1;0;0;
18-08-2024;16:56:41;0.0;0.0;260;255;0.0;1;0;0;
18-08-2024;16:56:42;0.0;0.0;262;255;0.0;1;0;0;
18-08-2024;16:56:43;0.0;0.0;261;254;0.0;1;0;0;
18-08-2024;16:56:45;0.0;0.0;261;255;0.0;1;0;0;
18-08-2024;16:56:46;0.0;0.0;262;256;0.0;1;1;0;
18-08-2024;16:56:47;0.0;0.0;261;256;0.0;1;1;0;
18-08-2024;16:56:48;0.0;0.0;260;256;0.0;1;0;0;
18-08-2024;16:56:49;0.0;0.0;262;256;0.0;1;0;0;
18-08-2024;16:56:50;0.0;0.0;262;257;0.0;1;0;0;
18-08-2024;16:56:52;0.0;0.0;260;255;0.0;1;0;0;
18-08-2024;16:56:53;0.0;0.0;261;255;0.0;1;0;0;
18-08-2024;16:56:54;0.0;0.0;261;257;0.0;1;0;0;
18-08-2024;16:56:55;0.0;0.0;264;256;0.0;1;0;0;
18-08-2024;16:56:56;0.0;0.0;261;255;0.0;1;1;0;
18-08-2024;16:56:57;0.0;0.0;261;254;0.0;1;0;0;
18-08-2024;16:56:59;0.0;0.0;261;255;0.0;1;0;0;
18-08-2024;16:57:00;0.0;0.0;260;255;0.0;1;0;0;
