28-08-2024;17:14:35;25.3;92;337;635;0.4;0;0;180;8;1;
05-09-2024;23:14:34;25.2;92.0;263;261;0.0;0;0;859;14;0;
05-09-2024;23:14:35;26.0;92.0;262;264;0.0;0;0;859;14;0;
05-09-2024;23:14:36;26.8;92.0;261;262;0.0;0;0;859;14;0;
05-09-2024;23:14:37;27.0;92.0;263;264;0.0;0;0;859;14;0;
05-09-2024;23:14:39;26.8;92.0;263;265;0.0;0;0;859;14;0;
05-09-2024;23:14:40;27.1;92.0;264;263;0.0;0;0;859;14;0;
05-09-2024;23:14:42;27.0;92.0;263;264;0.0;0;0;859;14;0;
05-09-2024;23:14:43;26.7;92.0;263;263;0.0;0;0;859;14;0;
05-09-2024;23:14:44;26.3;92.0;262;262;0.0;0;0;859;14;0;
05-09-2024;23:14:45;25.3;92.0;265;265;0.0;0;0;859;14;0;
05-09-2024;23:14:46;25.1;92.0;264;262;0.0;0;0;859;14;0;
05-09-2024;23:14:48;26.5;92.0;263;262;0.0;0;0;859;14;0;
05-09-2024;23:14:50;25.5;92.0;263;264;0.0;0;0;859;14;0;
05-09-2024;23:14:51;24.9;92.0;263;263;0.0;0;0;859;14;0;
05-09-2024;23:14:52;25.2;92.0;264;265;0.0;0;0;859;14;0;
05-09-2024;23:14:53;26.5;92.0;265;262;0.0;0;0;2908;65;0;
05-09-2024;23:14:54;26.9;92.0;264;264;0.0;0;0;2898;65;0;
05-09-2024;23:14:55;26.2;92.0;263;263;0.0;0;0;2877;64;0;
05-09-2024;23:14:57;25.0;92.0;263;262;0.0;0;0;2742;65;0;
05-09-2024;23:14:58;24.9;92.0;264;263;0.0;0;0;2834;65;0;
05-09-2024;23:14:59;25.9;92.0;263;262;0.0;0;0;2909;65;0;
05-09-2024;23:15:00;27.2;92.0;262;264;0.0;0;0;2905;65;0;
05-09-2024;23:15:01;26.4;92.0;263;261;0.0;0;0;2893;65;0;
05-09-2024;23:15:02;25.0;92.0;265;264;0.0;1;0;2759;64;0;
